کارآموزی*مارکتینگ,Unknown,Full-time
SEO*Google Analytics*google webmaster*اصول نگارشی*Microsoft Word*Microsoft Excel,Unknown,Full-time
Javascript*Nodejs*CSS*HTML5*CSS3,Unknown,Full-time
typescript*Angular*HTML*CSS*Javascript,Unknown,Full-time
Javascript*React*react native,Unknown,Full-time
ES6*Axios*RestFul API*Git,Unknown,Part-time
react native*ES6*JSX*REST API,Unknown,Full-time&Remote
Angular*CSS3*HTML5*Javascipt,Unknown,Full-time
Nodejs*RestFul API*MongoDB*MySQL,Unknown,Full-time
کارآموزی*شبکه های اجتماعی,Unknown,Full-time
شبکه های اجتماعی*کپی رایتینگ,Unknown,Full-time
react native*JSX*ES5*ES6*Gitlab*Git,Unknown,Full-time
کارآموزی*سئو,Unknown,Full-time
Front-end*React JS*Javascript*SQL,Unknown,Full-time
Front-end*PHP*HTML*CSS*React,4000000,Full-time&Remote
Bootstrap*Angular*HTML5*CSS3*Git,Unknown,Full-time
Back-end*PHP*Javascript*Laravel*MySQL*Git,Unknown,Full-time
react native*Javascript*Responsive,Unknown,Full-time
UI  UX*Adobe XD*Photoshop,Unknown,Full-time
PHP*OOP*MySQL*Laravel,6500000,Full-time
Front-end*Javascript*CSS*SASS,Unknown,Full-time
Flutter*IOS*dart,Unknown,Full-time
Python*OOP*Django*SQL*JSON*REST API,Unknown,Full-time
Java*OOP*Databases,Unknown,Full-time
Back-end*.NET*EF6*C#*.NET Core*Sql Server,Unknown,Full-time
Python*Django*Redis*Websocket*Git*Nginx,9000000,Part-time
SEO*تولید محتوا*GOOGLE ADWORDS*شبکه های اجتماعی,Unknown,Full-time
React*Front-end*HTML5*CSS3*ES6*Javascript*Redux*Less,9000000,Full-time
Sql Server*TSQL*Databases,Unknown,Full-time
Java*Back-end*RestFul API*NoSQL,Unknown,Full-time
Android*RestFul API*Android Studio*SQLite,Unknown,Full-time
Full-stack*Back-end*PHP*Javascript*#C*RESTful*Git*CSS3*Front-end*HTML5,Unknown,Full-time
CSS*HTML*طراحی وب*Wordpress,Unknown,Full-time
oracle*پشتیبانی فنی*Linux*SQL*پشتیبانی نرم افزار*Javascript,Unknown,Full-time
C++*Object Oriented*Multi thread,Unknown,Full-time
برنامه نویسی وب*PHP*Python*Node.js*HTML*CSS*Bootstrap*UI,Unknown,Full-time
PHP*Wordpress,Unknown,Full-time
webmaster,2000000,Full-time&Remote
CSS*HTML*mssql*Javascript*jQuery,Unknown,Full-time
تست نرم افزار*QA*API,Unknown,Full-time
++C*Linux,Unknown,Full-time
agile*Kanban*CI/CD*Scrum,Unknown,Full-time
PHP*Laravel*MySQL*Git*CSS*HTML*Javascript*Bootstrap,Unknown,Full-time
Javascript*Full-stack*CSS*HTML*PHP*jQuery*MVC,Unknown,Full-time
C#*Socket Programming*POS,Unknown,Full-time
Node.js*OOP*Design Patterns,Unknown,Full-time
Laravel*PHP*MVC*API*RESTful*Git,6500000,Full-time
.NET*C#*MVC*Javascript,6500000,Full-time
Android*Java*Kotlin*RestFul API,Unknown,Full-time
Javascript*CSS*HTML*Front-end,6500000,Full-time
Front-end*Javascript*CSS*HTML*React,6500000,Full-time
Full-stack*C#*SQL*RestFul API*.NET,Unknown,Full-time
طراحی نرم افزار*مستندسازی*Scrum*UML*تست نرم افزار*agile,Unknown,Full-time
JAVA EE*SOAP*REST*OOP,Unknown,Full-time
product management*agile*مدیریت پروژه*Scrum*A/B Testing*توسعه محصول,Unknown,Full-time
بانک‌های اطلاعاتی*DBA*MySQL*PostgreSQL*مدیریت,Unknown,Part-time
Help Desk*network+*CCNA,Unknown,Full-time
Delphi*Object Oriented*Sql Server,Unknown,Full-time
Front-end*React*Javascript*HTML5*CSS3,Unknown,Full-time
C#.Net*CSS*Javascript*ASP.NET*Bootstrap,Unknown,Full-time
webmaster*Wordpress*Google Analytics,Unknown,Full-time
Unity*C#*Unity3D*unity 2d,6500000,Full-time
میکروکنترلر*ARM*AVR*Altium Designer*طراحی PCB*عیب یابی*dip*SMD,2000000,Full-time
Back-end*Node.js*MongoDB,9000000,Full-time&Remote
ASP.NET Core*C#*TSQL*HTML*jQuery,Unknown,Full-time
Unity*C#*OOP,Unknown,Full-time
پشتیبانی نرم افزار*Sql Server,Unknown,Full-time
پشتیبانی نرم افزار*Sql Server*TSQL,Unknown,Full-time
JavaScript*MySQL*Laravel*PHP*vue.js*MVC,Unknown,Full-time
Android*Android Studio*Java,2000000,Full-time
پشتیبانی فنی*C/C++*Java,Unknown,Full-time
طراحی سایت*CSS*HTML*Wordpress*plugin*woocommerce,Unknown,Full-time
Front-end*ReactJS*Angular*Responsive*Javascript,Unknown,Full-time
Java*OOP*REST*Design Patterns*NoSQL,Unknown,Full-time
Back-end*Java*spring*MySQL*Databases*Hibernate*jpa,Unknown,Full-time
Front-end*Javascript*CSS*HTML*ES6*Angular 2+*OOP,Unknown,Full-time
PHP*Laravel*MySQL*RestFul API*Git,Unknown,Full-time
تست نرم افزار*agile*functional*non functional,Unknown,Full-time
Front-end*HTML*CSS*SASS*HTML5*Bootstrap*Javascript*jQuery,Unknown,Full-time
Java*Android*Android Studio,Unknown,Full-time
C/C++*Linux,Unknown,Full-time
C/C++*Linux,Unknown,Full-time
Front-end*Angular*Javascript*HTML*CSS*Bootstrap*Git,Unknown,Full-time
پشتیبانی نرم افزار*پشتیبانی*SQL,Unknown,Full-time
Front-end*CSS*Javascript*HTML,Unknown,Full-time
C/C++,Unknown,Full-time
Full-stack*Javascript*HTML*CSS*Nodejs,Unknown,Full-time
Full-stack*PHP*OOP*CSS*HTML*Javascript*Laravel,Unknown,Full-time
ASP.NET MVC*C#*CSS*HTML,4000000,Full-time
TSQL*Sql Server*bpms,Unknown,Full-time
DBA*Databases*Security*Performance Tuning,Unknown,Full-time
PHP*Javascript*codeigniter,9000000,Full-time
React*Redux*ReactJS*ES6*API,Unknown,Full-time&Remote
طراحی تجربه کاربری*Wireframes*Prototype*Sketch*طراحی,Unknown,Part-time
IOS*Swift*Xcode*OOP*Git,Unknown,Full-time
Full-stack*ASP.NET MVC*Python,Unknown,Full-time
OpenCV*پردازش تصویر,Unknown,Full-time&Remote
Front-end*Javascript*Angular*CSS*Bootstrap*HTML*jQuery,Unknown,Full-time
ASP.NET Core*ASP.NET MVC*Entity Framework*RestFul API*Sql Server*OOP,Unknown,Full-time
فناوری اطلاعات,4000000,Full-time
Delphi*Sql Server*OOP,Unknown,Full-time
Nodejs*typescript*Mongoose*Design Patterns,Unknown,Full-time
Unreal Engine 4,Unknown,Full-time
.NET*C#*SQL*Entity Framework,Unknown,Full-time
Nodejs*RestFul API*Design Patterns,Unknown,Full-time
تحلیل نرم افزار*مستندسازی*Sketch,Unknown,Full-time
طراحی سایت*Wordpress*Scrum*Illustrator*Photoshop,Unknown,Full-time
Java*Selenium,Unknown,Full-time
Front-end*jQuery*HTML*CSS,6500000,Full-time
PHP*MySQL*RestFul API*OOP,Unknown,Full-time
تحقیق و پژوهش*Rational Rose,Unknown,Full-time&Remote
PHP*HTML*CSS*Javascript*Laravel,6500000,Full-time
C#*SQL*oracle*برنامه‌نویسی,Unknown,Full-time
ASP.NET MVC*ASP.NET*C#*HTML*CSS,Unknown,Full-time
Front-end*Javascript*HTML5*CSS3*Git*SASS*typescript,Unknown,Full-time
Android*Android Studio*OOP*MVVM*RestFul API,Unknown,Full-time
معماری نرم افزار*Javascript*PHP*Git*Microservice*تولید نرم افزار,Unknown,Part-time
استقرار نرم افزار*پشتیبانی نرم افزار*پشتیبانی فنی*Troubleshooting*Sql Server,Unknown,Full-time
Front-end*CSS*HTML,Unknown,Full-time
کارآموزی*طراحی سایت,Unknown,Full-time
C#.Net*ASP.NET MVC*Entity Framework*MSSQL Server*jQuery*AJAX,Unknown,Full-time
Front-end*HTML*CSS*jQuery,Unknown,Full-time&Remote
کارآموزی*برنامه نویسی وب,Unknown,Full-time
C#,Unknown,Full-time
ASP.NET MVC*OOP*C#,Unknown,Full-time&Remote
SharePoint,Unknown,Full-time
طراحی واسط کاربری*UI  UX,Unknown,Full-time
react native*Android*Javascript*Redux*JSX,Unknown,Full-time
PostgreSQL*پایگاه داده*SQL,Unknown,Full-time
پشتیبانی وبسایت*Wordpress*HTML*CMS,Unknown,Full-time
Front-end*ReactJS*Javascript*typescript*RestFul API*CSS3*HTML5,Unknown,Full-time
Back-end*PHP*Design Patterns*SOLID,Unknown,Full-time
DevOps*Laravel*Linux,Unknown,Part-time
Front-end*CSS3*HTML5*Bootstrap,Unknown,Full-time
C#*OOP*SQL,Unknown,Full-time
طراحی سایت*HTML*CSS,3000000,Full-time&Remote
Full-stack*Javascript*Wordpress*woocommerce*CMS,6500000,Full-time
Product Owner*Prototype*agile*Scrum*Jira,Unknown,Full-time
Front-end*Javascript*CSS*HTML,Unknown,Full-time
Blockchain*Python*Javascript,Unknown,Full-time
سرپرستی*برنامه‌نویسی*PHP*Javascript*Design Patterns*Object Oriented,Unknown,Full-time
asp*C#*ASP.NET*MVC*Sql Server*functional,Unknown,Full-time
Node.js*OOP*express.js*MVC,Unknown,Full-time
RabbitMQ*NoSQL*Dockerization*Big Data,6500000,Full-time
Node.js*RestFul API*express.js,Unknown,Full-time
C#*Sql Server*.NET*OOP*ASP.NET MVC,Unknown,Full-time
Laravel*PHP*MySQL*Git,4000000,Full-time
Front-end*React*HTML*CSS,3000000,Full-time
Git*JavaScript*HTML5*CSS3*vue.js*RestFul API,6500000,Full-time
Back-end*Node.js*NoSQL*OOP,Unknown,Full-time
یادگیری ماشین,Unknown,Full-time
Front-end*Git*Vuejs*React,Unknown,Full-time
Android*Java*Kotlin*Android Studio,Unknown,Full-time
Flutter*dart,Unknown,Full-time
Back-end*PHP*MySQL,9000000,Full-time
Front-end*SASS*Less*Bootstrap*Responsive*typescript,Unknown,Full-time
تحلیل کسب و کار,Unknown,Full-time
Leadership*ارائه گزارش*coordination*Software,Unknown,Full-time
تدریس و آموزش*برنامه‌نویسی*Python*Django,Unknown,Part-time
مدیریت پروژه*کنترل پروژه*برنامه‌ریزی,Unknown,Full-time&Remote
هوش تجاری*NLP*Pytorch*tensorflow,Unknown,Full-time
ASP.NET MVC*#C*Web API*HTML*CSS,Unknown,Full-time
پشتیبانی سایت*Wordpress*HTML*CSS*PHP*Javascript,3000000,Full-time
Android*Android Studio*OOP*RESTful*Java,Unknown,Full-time
Wordpress*PHP*Javascript*HTML*CSS,Unknown,Full-time
ReactJS,4000000,Full-time&Remote
C++*Qt*OOP,Unknown,Full-time
تست نرم افزار,Unknown,Full-time
Laravel*PHP*Back-end*Object Oriented*MySQL*Git,Unknown,Full-time
react native*Redux*ReactJS*Javascript,Unknown,Full-time
React*HTML5*CSS3*Javascript,Unknown,Full-time
RubyOnRails*Back-end*Git*RestFul API,Unknown,Full-time
PHP*OOP*MVC*HTML*CSS,Unknown,Full-time
تحلیلگر نرم افزار*IT*Software Testing,Unknown,Full-time
Python*Django*SQL,6500000,Full-time
پشتیبانی نرم افزار*بانک‌های اطلاعاتی,Unknown,Full-time
IOS*OOP*RESTful*Swift,Unknown,Full-time
Scrum*PHP*MySQL,Unknown,Full-time
Android SDK*Android*MVVM*Java,Unknown,Full-time
Full-stack*Java Core*spring*CSS*HTML,Unknown,Full-time
SEO*WordPress,Unknown,Full-time
SQL*MySQL*Microsoft Excel*bi*هوش تجاری,Unknown,Full-time
Back-end*MySQL*RestFul API*MongoDB,Unknown,Full-time
پشتیبانی سایت*PHP*HTML*Wordpress*Cpanel,3000000,Full-time
ASP.NET Core*C#*Entity Framework*Angular,9000000,Full-time
Python*pyqt,Unknown,Full-time
react native*Javascript*React*Git*Scrum,6500000,Full-time
برنامه نویسی موبایل,Unknown,Full-time
تست نرم افزار*Java,Unknown,Full-time
مدیریت محصول*توسعه محصول*مدیریت پروژه,Unknown,Full-time
Front-end*Angular*Javascript*Responsive*PWA,Unknown,Full-time
Front-end*Vuejs*CSS*JavaScript,9000000,Full-time&Remote
Front-end*CSS*HTML*JavaScript*express.js,Unknown,Full-time
Front-end*HTML*CSS,Unknown,Full-time
.NET*MVC*ASP.NET,Unknown,Full-time
Back-end*PHP*MySQL*Javascript,Unknown,Full-time
Java*spring*J2EE*JSF*Back-end,Unknown,Full-time
Front-end*Javascript*React*Redux*HTML*CSS*Git,Unknown,Full-time
React*Vuejs*HTML5*CSS3*RestFul API,Unknown,Full-time
Machine learning*Deep learning,Unknown,Full-time
Javascript*CSS*HTML*React,Unknown,Full-time
Front-end*CSS*HTML*Javascript,Unknown,Full-time
CSS3*HTML5*Bootstrap*Javascript*jQuery,Unknown,Full-time
Front-end*Bootstrap*jQuery*Javascript*CSS*HTML,2000000,Full-time
Front-end*HTML5*CSS3*jQuery*Javascript*Git*Vuejs,6500000,Full-time
Front-end*React*CSS*HTML*Javascript*Responsive Design,Unknown,Full-time
PHP*Laravel*RestFul API*OOP,Unknown,Full-time
++C*Linux*Qt,Unknown,Full-time
Front-end*Angular*NgRx*HTML*CSS,9000000,Full-time
Back-end*PHP*Laravel*Git*CSS,4000000,Full-time
پشتیبانی نرم افزار*ERP*Microsoft Office,Unknown,Full-time
Node.js*Git*RestFul API*MongoDB*express.js*NestJs,Unknown,Full-time
Angular*Front-end*RxJs*REST API*Vuejs*HTML*CSS,Unknown,Full-time
ASP.NET Core*agile*C#*Javascript*T-SQL*OOP*EF*MSSQL Server*MongoDB,Unknown,Full-time
Python*Back-end*Django*Git*NoSQL,Unknown,Full-time
webmaster*کدنویسی*Wordpress*ووکامرس*ساخت پلاگین و قالب های وردپرس,Unknown,Full-time
ASP.NET Core*ASP.NET MVC*Entity Framework*Javascript*jQuery*TFS,Unknown,Full-time
پیاده سازی*پشتیبانی نرم افزار,3000000,Full-time
PHP*Laravel*SOLID,Unknown,Full-time
UI/UX*Adobe XD*Wireframes*UI,Unknown,Full-time
Android*MVVM*RestFul API*MVP,Unknown,Full-time
react native*Redux*Git*IOS*Android,Unknown,Full-time
Python*Back-end*Django*CI/CD,Unknown,Full-time
C#.Net*Sql Server*OOP,Unknown,Full-time
IOS*Swift*RestFul API*JSON*MVC*Object Oriented,Unknown,Full-time
Kotlin*Android*Java*JSON,6500000,Full-time&Remote
Full-stack*#C*T-SQL*React,Unknown,Full-time
Front-end*Javascript*HTML*CSS*jQuery*RestFul API,Unknown,Full-time
Back-end*Django*Python*OOP*RestFul API,Unknown,Part-time
C#*.NET Framework*Sql Server,4000000,Full-time
Front-end*OOP,Unknown,Full-time
Back-end*Java*Java Core*Spring Boot*spring data jpa,Unknown,Full-time
Wordpress,Unknown,Full-time
Front-end*HTML*CSS*SASS,Unknown,Full-time
PHP*Laravel*Front-end,Unknown,Full-time
NET Core.*DDD*ASP.NET*#C*Design Patterns*OOP*TFS,Unknown,Full-time
Front-end*jQuery*HTML5*API*TFS*Less*SASS,Unknown,Full-time
Full-stack*Bootstrap*Javascript*jQuery*CSS3,Unknown,Full-time
کارآموزی*Java SE,Unknown,Full-time
PHP*Laravel*REST API*JSON,Unknown,Full-time
Android*Android Studio*Android SDK*MVVM,Unknown,Full-time
کارآموزی*spring*Java,Unknown,Full-time
طراحی سایت*HTML*CSS*Wordpress,Unknown,Part-time
Wordpress*Bootstrap*jQuery*Javascript*CSS3*HTML5,Unknown,Full-time
Python*SQL*Big Data*Java*NoSQL*ETL,Unknown,Full-time
.NET*ASP.NET MVC*Entity Framework*jQuery*Javascript*Sql Server,Unknown,Full-time
Java*Scrum*RUP*plSql,Unknown,Full-time
Java*Android*Android Studio,4000000,Full-time
CSS*HTML*SASS*React*Bootstrap*Responsive,Unknown,Full-time&Remote
Javascript*CSS*HTML5*Bootstrap*jQuery*Front-end,Unknown,Full-time
Wordpress*HTML,Unknown,Full-time
PHP*API*wordperess,Unknown,Full-time
ASP.NET*Web API*C#*Sql Server*Angular,6500000,Full-time
.NET Framework*MVC*Javascript*ASP.NET MVC,Unknown,Full-time
Node.js*MongoDB*React*Angular,4000000,Full-time
برنامه نویسی وب*.NET*MVC*C#,3000000,Full-time
Front-end*vue.js*Nuxt.js*HTML*CSS,9000000,Full-time
PHP,6500000,Full-time
Illustrator*Photoshop*Adobe XD*UI/UX,Unknown,Full-time
طراحی سایت*Wordpress*plugin,Unknown,Full-time
USSD*.NET,Unknown,Full-time
Back-end*API*object-oriented*agile*NoSQL*SQL,Unknown,Full-time
برنامه نویسی وب*#C*HTML*CSS*AngularJS*ASP.NET Core,Unknown,Full-time
Back-end*MVC*OOP*spring framework*JAVA EE,Unknown,Full-time
Front-end*jQuery*typescript*Javascript*HTML*CSS*Bootstrap,Unknown,Full-time
کنترل پروژه*مدیریت پروژه,Unknown,Full-time
Back-end*RestFul API*OOP*spring framework*Java,Unknown,Full-time
Front-end*Javascript*HTML5*CSS3*ReactJS*webpack,Unknown,Full-time
MongoDB*Node.js*Javascript*UI  UX*React*Angular,Unknown,Full-time
PHP*MongoDB*MySQL*MVC*Laravel*HTML5*CSS*jQuery,Unknown,Full-time
برنامه نویسی وب*Javascript*HTML,Unknown,Full-time
PHP*MVC*OOP*NoSQL,Unknown,Full-time
ASP.NET*Javascript*jQuery*CSS*HTML5*GIS,Unknown,Full-time
Front-end*HTML5*Vuex*PWA*SPA*CSS3*SASS,Unknown,Full-time
PHP*Laravel*PostgreSQL*jQuery*Javascript*CSS3*HTML5,Unknown,Part-time
Front-end*CSS*HTML,Unknown,Full-time
Full-stack*PHP*MySQL*CSS*HTML*Javascript*Git,Unknown,Full-time
Blockchain*Node.js*NoSQL,6500000,Full-time
Android*Java*MVP*MVVM*OOP*Design Patterns,Unknown,Full-time&Remote
Full-stack*Web API*ASP.NET*jQuery,Unknown,Full-time
GIS*OOP*#C*ArcGIS,Unknown,Part-time
Java*JAVA EE*REST*SOAP,Unknown,Full-time
Sql Server*MVVM*MVC*Full-stack*.NET Core,Unknown,Full-time
کارآموزی*Java,Unknown,Full-time
Back-end*Golang*Jira*Gitlab,Unknown,Full-time
PHP*Laravel*Joomla,Unknown,Full-time
Front-end*JavaScript*ReactJS,Unknown,Full-time
پشتیبانی نرم افزار*استقرار نرم افزار,Unknown,Full-time
Full-stack*CSS*HTML*Javascript,6500000,Full-time
Django*Python*RESTful,4000000,Full-time
Django*Python*تدریس و آموزش,Unknown,Part-time
C++*Back-end,6500000,Full-time
کارآموزی*برنامه نویسی وب,Unknown,Full-time
ReactJS*Javascript*React*تدریس و آموزش,Unknown,Part-time
woocommerce*PHP*Wordpress,Unknown,Full-time&Remote
C#*.NET*ASP.NET MVC*SQLSERVER*RestFul API,Unknown,Full-time
PHP*Laravel*MySQL*Linux*Redis*Git,6500000,Full-time
C++*Python,Unknown,Full-time
معماری نرم افزار*.NET*MVC*SOLID,Unknown,Full-time
Golang*Gin,Unknown,Full-time
Android*Android SDK*Java,Unknown,Full-time
Laravel*REST API*MySQL*Git,Unknown,Full-time&Remote
PHP*MySQL*Back-end*Golang,Unknown,Full-time
پشتیبانی سایت*Javascript*CSS*HTML*Wordpress*woocommerce,Unknown,Full-time
طراحی نرم افزار*visio*تحلیل و طراحی نرم‌افزار*BPMN*UML*Bizagi,Unknown,Full-time
Javascript*ReactJS*Redux*NextJS*SASS*CSS3*HTML5*REST API,Unknown,Full-time
تحلیل داده*Sql Server,Unknown,Part-time
Java*Spring Boot*Hibernate*Git,Unknown,Full-time
برنامه نویسی موبایل*Web Services*Android*mobile development,9000000,Full-time
SEO*بهینه سازی سایت,Unknown,Full-time
#C*Sql Server,Unknown,Full-time
C#*ASP.NET MVC*HTML,Unknown,Full-time
SEO*Google Analytics*Google Search Console*MOZ*استراتژی سئو,Unknown,Full-time
Front-end*ReactJS*Wireframes*RestFul API*Redux*webpack,Unknown,Full-time
Microsoft Office*پشتیبانی نرم افزار*CSS*HTML,Unknown,Full-time
کارآموزی*Python,Unknown,Full-time
SharePoint*HTML*CSS*jQuery*Bootstrap*Nintex,Unknown,Full-time
Back-end*PHP*Go*Golang,Unknown,Full-time
Front-end*React.js*CSS*HTML*Git*Javascript,9000000,Full-time&Remote
کارآموزی*Unity,Unknown,Full-time
Google Adwords*Google Analytics,Unknown,Full-time
MySQL*PHP*Back-end*MVC,Unknown,Full-time
برنامه‌نویسی سمت سرور*RESTfull,Unknown,Full-time&Remote
طراحی سایت*Wordpress*Javascript*HTML*CSS*پلاگین وردپرس,Unknown,Full-time
#C*HTML*ASP.NET*AJAX*jQuery*Javascript*CSS*LINQ,Unknown,Full-time
#C*مفاهیم پایگاه‌داده,Unknown,Full-time
Android Studio*Android*Git,Unknown,Full-time
opengl*WebGl,Unknown,Full-time
Java*Java Core*jsp*spring*MySQL,6500000,Full-time
Full-stack*PHP*HTML*CSS*JS*MySQL,Unknown,Part-time
Front-end*HTML5*CSS*Bootstrap*typescript*Angular8*Responsive,Unknown,Full-time&Remote
Back-end*PHP*Python*MySQL*Git,Unknown,Full-time
فروش و بازاریابی*بازاریابی*اصول و فنون مذاکره,Unknown,Full-time
Front-end*Javascript*CSS*HTML*طراحی وب*برنامه نویسی موبایل,Unknown,Full-time
.NET*برنامه نویسی وب*ASP.NET*MVC*Web API*Bootstrap*jQuery,Unknown,Full-time
PHP*MySQL*Javascript,Unknown,Full-time
Front-end*Angular*CSS3*HTML5,3000000,Full-time
تحلیل نرم افزار*UML,Unknown,Full-time
هوش مصنوعی*C#,Unknown,Full-time&Remote
Android*Dagger*Android SDK,Unknown,Full-time
Front-end*CSS*HTML*Javascript*ReactJS,Unknown,Full-time
ASP.NET*.NET Core*DDD*Design Patterns*Docker,Unknown,Full-time
Wordpress*PHP*CSS*HTML*برنامه نویسی وب,Unknown,Full-time
Java*Java SE,Unknown,Full-time
Python*Django*Flask*OOP,Unknown,Full-time
Linux*Bash Scripting*Docker,Unknown,Full-time
تست نرم افزار*مستندسازی*سناریو تست,Unknown,Full-time
Full-stack*C#*.NET*Sql Server*OOP*SOLID*Javascript*Angular*CSS,9000000,Full-time
magento*woocommerce,Unknown,Full-time
Back-end*MySQL*Django*RestFul API*Git,Unknown,Full-time
Node.js*Git*Web API*HTML*CSS*Javascript,4000000,Full-time
Back-end*ASP.NET*JS*SQL*webservice,Unknown,Full-time
Wordpress*CSS*HTML5*Javascript,Unknown,Full-time
Nodejs*Git*HTML*CSS*vue.js,4000000,Full-time
Java*Object Oriented*spring*SQL*Hibernate,Unknown,Full-time
QA*IOS*Android*QA Testing*Microsoft Office,Unknown,Full-time
پشتیبانی نرم افزار*C#*SharePoint,Unknown,Full-time
Javascript*angular2*RestFul API*SASS*CSS3*AJAX,Unknown,Full-time
C#*ASP.NET Core*EF,Unknown,Full-time
CSS*HTML*Javascript*ES6*Responsive*Front-end,Unknown,Full-time
ReactJS*Javascript*ES6*RestFul API*ES7,Unknown,Full-time
پایگاه داده*Sql Server,Unknown,Full-time
کارآموزی*Java,Unknown,Full-time
Android*Kotlin*Java*Android Studio*RESTful APIs*Git,Unknown,Full-time
Front-end*Javascript*jQuery*ReactJS*REST API*ES6,Unknown,Full-time
Full-stack*ASP.NET Core*#C*HTML5*CSS3*Javascript,4000000,Full-time
Full-stack*Javascript*spring*jpa*REST*SOAP*OOP,Unknown,Full-time
Back-end*توسعه نرم افزار*پشتیبانی نرم افزار,Unknown,Full-time
PHP*HTML*CSS,Unknown,Full-time
Angular*Git*PWA,Unknown,Full-time
SEO*GOOGLE ANALYTICS*Google Search Console*Google Trends,9000000,Full-time
Front-end*Responsive,Unknown,Full-time
UI/UX*Flat Design*Responsive Design,Unknown,Full-time
PHP*CSS*HTML*Javascript*Boostrap,6500000,Full-time
Node.js*Back-end*Sequelize*MSSQL Server,4000000,Full-time
Microsoft CRM,Unknown,Full-time
Android*Android Studio*Java*jQuery*CSS*Bootstrap*HTML*ASP.Net Mvc Core,Unknown,Full-time
Wordpress*UI  UX*HTML5*Joomla*CSS3*jQuery*MySQL,Unknown,Full-time
Flutter*برنامه نویسی موبایل*Git*BLoC*REST API,6500000,Full-time
ASP.NET MVC*#C*MVC*Entity Framework*SQL*AJAX*jQuery*Javascript*Bootstrap*CSS3*HTML5,Unknown,Full-time
Java*Full-stack*HTML5*CSS3*jQuery,Unknown,Full-time
SQLite*SQL*#C,Unknown,Full-time
.NET*OOP*MSSQL Server*Git,6500000,Full-time
ASP.NET Core*C#*Identity*SOLID,Unknown,Full-time
Unity*Google Ads,Unknown,Full-time
هوش تجاری*bi*SQL*Pl/sql,Unknown,Full-time
C#.Net*Sql Server*HTML*CSS,Unknown,Full-time
Javascript*CSS3*HTML5*ReactJS*Vuejs*UI,Unknown,Full-time
Back-end*ASP.NET*C#*CSS,Unknown,Full-time
NET.*#C*SQL*orm*Entity Framework*asp.net web api*Front-end*HTML,Unknown,Full-time
Full-stack*Laravel*MySQL*Javascript*jQuery,Unknown,Full-time&Remote
Back-end*Javascript*HTML*CSS,6500000,Full-time
Front-end*vue.js*HTML*CSS*Javascript,Unknown,Full-time
MySQL*PHP,Unknown,Full-time
vue.js*HTML*CSS*Javascript,Unknown,Full-time&Remote
Back-end*ASP.NET Core*#C*MVC,Unknown,Full-time
Android*Java*Android Studio*Object Oriented*RestFul API*Websocket,3000000,Full-time
Java*JEE*Hibernate*Java Core,Unknown,Full-time
طراحی وب*HTML*CSS*Javascript*Wordpress*Microsoft Office,Unknown,Full-time
مستندسازی*مستند سازی نرم افزار*Java*پایگاه داده,Unknown,Full-time
Android*SQLite*Android Studio*REST*Material Design*Git,Unknown,Full-time
برنامه نویسی موبایل*Android SDK*JSON*RestFul API,Unknown,Full-time
طراحی نرم افزار*پایگاه داده*Java,Unknown,Full-time
C#*oracle*Javascript*jQuery,Unknown,Full-time
Full-stack*PHP*MySQL*HTML*CSS*Javascript*React,9000000,Full-time
Wordpress*طراحی سایت*HTML*CSS*PHP,3000000,Full-time
Front-end*HTML*Bootstrap*CSS*AJAX*Javascript,4000000,Full-time
Laravel*Back-end*Docker*Unit Testing*PHP,Unknown,Full-time
PHP*Laravel*PostgreSQL*Redis*Graphql*Back-end,Unknown,Full-time
Full-stack*MySQL*CSS*REST API*TFS*jQuery*MVC,Unknown,Full-time
Javascript*Front-end*React.js*React*Redux*git,6500000,Full-time
.NET,4000000,Full-time
پشتیبانی نرم افزار*HTML*CSS,3000000,Full-time
مدیریت محصول,Unknown,Full-time
PHP*MySQL*Laravel*RestFul API,Unknown,Full-time
طراحی سایت*افزونه‌نویسی*Wordpress*UI/UX*API,4000000,Full-time
Visual Paradigm*تحلیلگر نرم افزار*RESTful,4000000,Full-time
product management*agile,6500000,Full-time
HTML*CSS*Javascript,Unknown,Full-time
product management*مدیریت محصول,6500000,Full-time
CTO*DDD*SOLID*Design Patterns*OOP,9000000,Full-time
PHP*MySQL*Laravel*Redis*NoSQL,Unknown,Full-time
Laravel*Docker*CSS*Back-end,Unknown,Full-time&Remote
C++*Qt*embedded system,Unknown,Full-time&Remote
Wordpress*CSS*HTML*PHP*jQuery,Unknown,Full-time
Node.js*Yii*yii2,Unknown,Full-time
Golang*lumen*MySQL*Design Patterns*Git,Unknown,Full-time
تست نفوذ*تست نرم افزار*امنیت,Unknown,Full-time
برنامه نویسی موبایل*react native*Javascript*jQuery,Unknown,Full-time
Front-end*React*Javascript*Redux*ReactJS*Bootstrap,Unknown,Full-time
Android Studio*Java,Unknown,Full-time
bpms*#C*ASP.NET*SQL,Unknown,Full-time
طراحی گرافیک*Photoshop*Illustrator,Unknown,Full-time
HTML5*CSS3*Responsive*Javascript*Git*Front-end,Unknown,Full-time
طراحی سایت*Wordpress*HTML*CSS*jQuery*Bootstrap,Unknown,Full-time
Back-end*ASP.NET Core*RESTful APIs*Design Patterns*OOP*Git,Unknown,Full-time
Front-end*CSS*HTML*Javascript*React*vue.js*UI,9000000,Full-time
